birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,inc_ability,inc_exp,income,insur_1,insur_2,insur_3,insur_4,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,join_party,learn,leisure_1,leisure_10,leisure_11,leisure_12,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,media_1,media_2,media_3,media_4,media_5,media_6,minor_child,nationality,neighbor_familiarity,political,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,province,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_type,trust_1,trust_10,trust_11,trust_12,trust_13,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,age
1956,2,12,6,6,5,5,28,1,4,4,2,-2,1,1,2,20000.0,2,3,100.0,1,2.0,3,4,165,1,1,1.0,2,100000.0,15000,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,4,5,5,-2,1,1,2,3,1981.0,1981.0,2,2,2,4,2,2,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,6,60,60.0,60,60,60.0,60,60,60,60,3,1,1,1958.0,3.0,1.0,5000.0,1.0,3.0,0.0,0.0,3,3.0,4.0,3,0,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,115,3,0.0,0.0,0.0,0.0,59
1973,2,34,5,7,5,4,64,1,5,13,3,-2,3,1,2,100000.0,3,2,85.0,1,4.0,5,5,170,0,4,1.0,3,1000000.0,100000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,1,4,5,1,4,3,2,4,4,4,4,1,-2,1,1,2,3,2006.0,2006.0,3,3,3,4,5,2,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,12,70,80.0,60,90,80.0,65,80,69,80,3,0,8,1973.0,12.0,5.0,0.0,1.0,5.0,0.0,0.0,4,5.0,7.0,4,0,2,2,1,4,3,4,4,1,4,3,3,4,4,2,3,3,4,140,1,2.0,3.0,1.0,21.0,42
1934,2,12,3,-8,2,2,28,2,3,12,4,-2,1,1,1,37000.0,2,3,120.0,1,4.0,2,2,173,1,1,1.0,2,-2.0,25000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,2,4,5,2,5,2,5,-2,-8,1,16,3,1955.0,1955.0,1,1,1,5,1,1,0.0,1,4,1,0,0,0,1,0,0,0,0,0,0,6,80,80.0,80,80,70.0,80,60,70,60,3,1,1,1933.0,1.0,1.0,12000.0,1.0,4.0,0.0,0.0,2,2.0,1.0,2,3,1,2,2,3,-8,-8,-8,2,4,3,3,4,4,2,4,3,5,98,5,0.0,0.0,0.0,0.0,81
1981,2,87,5,7,1,5,130,0,5,4,2,1951,3,4,2,30000.0,2,3,48.0,1,3.0,3,5,178,1,1,2.0,2,100000.0,30000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,1953,3,1,2,3,2001.0,2001.0,3,3,3,3,1,1,1.0,1,2,1,0,1,1,0,0,0,0,0,0,0,31,50,40.0,40,50,50.0,60,50,60,70,4,1,1,1982.0,4.0,1.0,20000.0,1.0,1.0,5.0,1.0,1,5.0,5.0,3,1,1,2,1,3,2,2,3,1,3,3,2,4,3,3,3,2,3,130,1,4.0,5.0,2.0,10.0,34
1963,2,81,7,8,6,3,123,0,4,4,4,1931,1,1,2,9000.0,3,3,100.0,1,4.0,4,4,165,1,1,1.0,2,20000.0,7000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,5,4,5,5,5,3,5,5,3,4,5,5,1935,1,1,2,3,1987.0,1987.0,1,1,2,2,1,1,1.0,1,3,1,0,1,0,0,0,0,0,0,0,0,28,70,70.0,80,80,80.0,70,80,80,80,2,1,1,1968.0,1.0,1.0,1000.0,1.0,3.0,0.0,0.0,1,3.0,3.0,4,2,1,2,2,4,3,-8,3,1,3,3,4,4,4,1,4,4,4,120,3,0.0,0.0,0.0,0.0,52
1987,2,32,5,7,7,7,61,1,5,12,2,-2,3,1,9,150000.0,2,3,50.0,2,3.0,4,5,158,0,1,3.0,2,150000.0,70000,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,1,5,5,1,5,3,4,5,4,3,1,1,-2,4,1,9,3,2012.0,2012.0,2,3,1,4,5,2,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,12,70,70.0,70,70,70.0,70,70,70,60,4,1,1,1989.0,10.0,1.0,80000.0,1.0,1.0,3.0,1.0,6,3.0,2.0,1,0,1,2,1,3,-8,-8,-8,2,3,4,3,4,4,3,4,3,4,140,1,3.0,3.0,1.0,3.0,28
1930,2,64,4,4,3,2,101,3,-8,1,-8,-2,-8,1,2,-2.0,1,2,150.0,2,3.0,3,-8,160,0,1,1.0,-8,-2.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,4,4,5,5,-2,1,1,15,7,1948.0,0.0,1,1,1,1,1,1,0.0,-8,4,1,0,0,0,1,0,0,0,0,0,0,21,-2,-2.0,-2,-2,-2.0,-2,-2,-2,-2,3,-8,-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,1.0,2,3,1,3,2,5,-8,-8,-8,4,-8,4,-8,5,-8,-8,-8,-8,4,90,4,0.0,0.0,0.0,0.0,85
1981,2,1,5,5,5,5,8,0,5,12,4,1944,10,4,1,120000.0,4,2,43.0,1,5.0,5,5,180,1,2,2.0,3,100000.0,60000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,1,4,3,1,2,2,2,4,4,3,3,1,1944,11,1,11,1,0.0,0.0,4,4,4,4,4,4,0.0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,70,80.0,70,70,70.0,80,70,70,70,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,7.0,4,0,2,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,130,1,-8.0,3.0,1.0,12.0,34
1969,2,41,5,7,2,2,72,1,3,3,3,1930,1,1,2,30000.0,2,2,45.0,2,3.0,2,1,165,1,1,1.0,2,50000.0,5000,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,5,5,5,4,3,4,5,1930,1,1,2,3,1993.0,1993.0,1,1,1,4,1,1,1.0,1,5,1,0,0,1,0,0,0,0,0,0,0,15,70,70.0,60,70,70.0,70,70,70,60,4,1,1,1968.0,3.0,1.0,5000.0,1.0,3.0,0.0,0.0,1,1.0,3.0,4,0,1,2,2,5,2,2,2,2,3,3,3,3,3,1,2,2,3,145,3,0.0,0.0,0.0,0.0,46
1956,2,10,6,8,6,5,26,0,4,3,4,-2,3,1,2,50000.0,3,3,100.0,2,5.0,2,3,157,1,1,1.0,2,200000.0,6000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,4,5,4,4,5,1,4,-2,3,1,2,7,1974.0,0.0,1,1,4,4,3,3,0.0,1,4,1,0,0,0,1,0,0,0,0,0,0,5,80,30.0,70,50,30.0,30,20,30,50,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2.0,4,2,2,3,2,4,4,3,3,1,4,4,4,4,4,4,4,4,4,143,1,4.0,-8.0,2.0,-1.0,59
1975,1,32,4,6,6,7,57,1,5,6,3,1953,3,1,2,100000.0,2,3,130.0,2,4.0,5,5,158,1,1,3.0,2,50000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,3,2,4,5,3,3,1,1,1955,3,1,2,3,1997.0,1997.0,2,2,5,5,5,2,2.0,1,5,1,0,1,0,0,0,0,0,0,0,0,12,80,60.0,50,70,60.0,60,90,60,30,4,1,1,1969.0,6.0,1.0,50000.0,1.0,1.0,2.0,1.0,1,3.0,2.0,3,1,2,2,1,4,4,-8,4,3,4,4,4,4,4,3,4,3,5,102,1,4.0,2.0,1.0,10.0,40
1971,2,6,6,7,2,2,13,0,4,6,2,1937,2,4,16,25000.0,3,3,36.0,2,5.0,4,3,167,1,1,1.0,2,30000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,2,4,5,4,5,3,1,4,4,4,1,3,1937,2,1,2,3,1997.0,1997.0,3,2,4,4,2,1,1.0,1,4,1,0,0,0,0,0,0,0,0,1,0,3,80,80.0,60,70,50.0,70,50,50,60,2,0,9,1973.0,4.0,1.0,15000.0,1.0,3.0,0.0,0.0,1,4.0,3.0,4,1,1,2,1,4,4,4,4,2,4,4,4,4,4,4,4,4,2,120,2,0.0,0.0,0.0,0.0,44
1995,2,55,5,7,3,3,89,0,5,12,2,1970,4,1,5,30000.0,3,2,100.0,1,3.0,5,5,175,1,1,1.0,-8,70000.0,3000,1,-1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,2,4,5,1,4,3,1,4,4,3,1,1,1972,3,1,15,1,0.0,0.0,3,3,1,3,5,1,0.0,1,2,1,0,0,0,0,1,0,0,0,0,0,18,70,80.0,65,80,70.0,75,70,70,75,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,5.0,2,0,2,3,1,3,3,3,4,2,3,3,3,5,3,3,4,3,4,125,5,0.0,0.0,0.0,0.0,20
1928,2,59,6,6,4,2,95,0,4,1,4,-2,1,-8,-8,45000.0,1,4,70.0,2,5.0,4,4,160,1,5,1.0,2,45000.0,40000,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,1,3,5,4,4,2,3,-2,1,-8,15,7,1950.0,0.0,3,2,3,4,1,1,0.0,1,5,4,0,0,1,0,0,0,0,0,0,0,19,80,80.0,70,80,70.0,80,90,80,80,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,1.0,2,3,1,1,1,5,-8,-8,4,2,4,-8,-8,5,5,3,-8,4,3,100,5,0.0,0.0,0.0,0.0,87
1944,2,81,4,5,3,3,122,1,3,4,3,-2,1,1,2,60000.0,3,3,120.0,2,3.0,3,3,155,2,1,1.0,3,10000.0,2000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,5,4,4,5,5,-2,1,1,2,3,1960.0,1960.0,1,1,1,3,1,1,0.0,1,4,1,0,0,0,1,0,0,0,0,0,0,28,60,60.0,60,60,60.0,60,60,60,60,2,1,1,1960.0,3.0,1.0,6000.0,1.0,3.0,0.0,0.0,2,4.0,2.0,2,2,2,2,2,4,3,-8,-8,2,4,4,4,4,4,4,4,-8,3,100,3,0.0,0.0,0.0,0.0,71
1946,2,18,2,2,1,1,34,1,5,4,4,-2,1,1,1,55200.0,3,2,35.3,1,4.0,3,5,174,1,2,1.0,3,48000.0,27600,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,5,1,5,5,5,5,1,1,5,4,4,3,1,1928,1,1,1,3,1975.0,1975.0,5,5,5,2,1,1,0.0,1,5,4,0,1,0,0,0,0,0,0,0,0,7,90,80.0,80,-2,-2.0,80,70,80,80,5,1,1,1949.0,9.0,2.0,27500.0,1.0,5.0,0.0,0.0,1,3.0,2.0,1,0,2,3,1,4,4,-8,4,1,4,4,4,5,5,4,-8,-8,4,150,5,0.0,0.0,0.0,0.0,69
1985,2,89,1,-8,1,1,134,1,3,4,4,1962,3,1,2,10000.0,3,2,90.0,1,4.0,2,5,170,1,1,1.0,3,50000.0,5000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,5,5,5,4,5,5,1963,3,1,2,6,2011.0,0.0,1,1,1,5,1,4,1.0,1,5,1,0,0,0,0,1,0,0,0,0,0,31,100,0.0,100,100,0.0,100,0,0,0,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,0,3,3,2,5,-8,-8,-8,1,5,5,5,5,5,5,5,5,4,115,4,0.0,0.0,0.0,0.0,30
1945,2,18,6,7,5,4,39,0,5,3,4,-2,1,1,1,50000.0,5,2,70.0,2,4.0,4,5,160,1,2,1.0,3,50000.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,-2,1,1,15,3,1965.0,1965.0,1,1,1,5,1,1,1.0,1,2,1,0,0,1,0,0,0,0,0,0,0,7,80,80.0,80,80,80.0,80,70,80,80,4,1,1,1945.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,1,3.0,2.0,1,1,2,2,1,2,-8,-8,-8,1,2,-8,-8,4,4,2,3,2,4,90,5,0.0,0.0,0.0,0.0,70
1964,2,26,7,7,5,5,48,0,4,5,4,-2,1,1,2,30000.0,3,3,100.0,1,4.0,4,4,175,1,2,1.0,2,30000.0,30000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,2,2,5,5,5,5,4,3,4,4,4,5,4,-2,1,1,2,3,-2.0,-2.0,3,2,2,4,1,2,0.0,1,4,4,0,1,0,0,0,0,0,0,0,0,10,70,70.0,80,60,60.0,70,60,70,70,3,1,1,1965.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,1,5.0,3.0,3,1,2,2,1,5,-8,-8,5,2,4,3,2,5,4,3,4,3,5,170,1,4.0,9.0,-8.0,-2.0,51
1964,1,7,3,2,7,2,18,1,5,6,4,-2,8,4,1,60000.0,3,2,73.0,1,3.0,2,2,172,1,5,1.0,3,60000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,5,1,5,5,1,5,2,2,4,2,4,1,1,1935,2,1,5,3,1997.0,1997.0,2,2,4,5,4,1,1.0,1,4,4,0,1,0,0,0,0,0,0,0,0,4,40,80.0,80,50,80.0,80,70,60,70,5,1,1,1969.0,7.0,5.0,40000.0,1.0,1.0,3.0,1.0,1,6.0,6.0,2,0,3,2,1,5,3,3,3,3,-8,3,3,5,3,3,5,2,4,130,5,0.0,0.0,0.0,0.0,51
1978,2,36,3,7,3,7,67,1,3,4,2,1957,4,1,2,20000.0,3,2,30.0,1,3.0,5,5,165,0,1,2.0,2,-2.0,40000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,3,5,2,4,5,4,4,5,5,1958,4,1,2,3,2008.0,2008.0,2,1,1,5,2,1,1.0,1,3,1,0,0,0,0,0,0,0,0,1,0,13,85,80.0,80,60,85.0,85,60,80,80,3,1,1,1978.0,4.0,1.0,30000.0,1.0,1.0,1.0,1.0,1,5.0,5.0,2,0,1,2,1,4,2,2,3,1,3,4,3,4,4,2,3,3,4,110,5,0.0,0.0,0.0,0.0,37
1950,2,57,5,6,4,5,92,1,4,1,4,-2,1,1,2,60000.0,4,3,375.0,1,4.0,4,4,172,1,1,1.0,2,100000.0,30000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,4,4,3,4,3,4,3,2,3,2,2,3,-2,1,1,2,3,1975.0,1975.0,4,3,2,5,3,3,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,19,70,75.0,70,65,60.0,65,70,75,70,4,1,1,1950.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2,3.0,2.0,3,1,2,2,2,4,4,3,4,3,5,3,5,4,3,4,4,3,3,140,3,0.0,0.0,0.0,0.0,65
1958,2,74,3,5,1,1,114,0,4,3,2,-2,1,1,2,25000.0,2,2,50.0,1,3.0,4,4,170,1,1,1.0,2,30000.0,15000,1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,4,5,4,4,4,5,-2,1,1,2,3,1980.0,1980.0,2,1,2,4,1,1,0.0,1,4,1,0,0,0,0,0,0,0,0,1,0,26,70,40.0,50,60,50.0,50,40,50,40,3,1,1,1960.0,3.0,1.0,10000.0,1.0,3.0,0.0,0.0,2,5.0,3.0,3,1,2,3,1,4,3,3,3,2,4,5,4,4,3,3,3,4,3,120,3,0.0,0.0,0.0,0.0,57
1981,1,8,5,5,3,3,24,0,5,4,4,1952,3,1,2,40000.0,5,3,70.0,1,5.0,4,5,170,1,1,1.0,2,30000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,4,5,1,4,4,4,4,4,4,4,4,1955,3,1,2,3,2006.0,2006.0,2,2,2,4,4,2,1.0,1,5,4,0,0,0,0,1,0,0,0,0,0,5,75,75.0,75,75,75.0,75,75,75,75,4,1,1,1985.0,3.0,1.0,10000.0,1.0,4.0,0.0,0.0,1,4.0,4.0,4,1,2,2,2,4,3,3,3,1,4,4,4,4,4,3,4,3,3,210,3,0.0,0.0,0.0,0.0,34
1953,2,7,5,5,5,5,18,0,5,6,2,1929,4,4,1,50000.0,2,2,72.0,1,4.0,5,5,176,1,4,1.0,3,50000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,3,2,4,4,3,5,3,2,3,3,3,2,1,1929,1,1,15,3,1979.0,1979.0,2,2,5,5,2,5,1.0,4,5,4,0,1,0,0,0,0,0,0,0,0,4,80,80.0,60,80,80.0,80,80,80,80,3,0,1,1953.0,4.0,5.0,20000.0,1.0,5.0,0.0,0.0,3,3.0,3.0,4,1,2,2,1,4,3,4,5,5,3,3,3,4,4,3,3,3,4,148,5,0.0,0.0,0.0,0.0,62
1962,2,84,4,6,2,1,127,2,5,4,5,1941,1,1,2,100000.0,2,3,160.0,2,4.0,4,5,170,2,1,1.0,2,50000.0,25000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,3,5,5,2,4,5,5,4,1,5,1942,1,1,2,3,1984.0,1984.0,2,2,1,5,1,1,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,29,80,80.0,80,80,80.0,80,40,80,50,3,1,1,1964.0,4.0,1.0,25000.0,4.0,2.0,0.0,0.0,1,7.0,3.0,4,1,1,2,2,5,4,-8,4,2,5,5,5,5,3,2,2,-8,5,130,3,0.0,0.0,0.0,0.0,53
1968,2,7,3,5,2,1,21,1,2,4,4,1940,2,1,1,160000.0,4,3,8.0,1,4.0,3,3,163,2,5,3.0,2,200000.0,110000,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,5,5,2,4,2,2,5,3,3,3,1,1940,2,1,1,3,1995.0,1995.0,2,3,1,4,3,1,1.0,1,3,1,0,0,0,0,0,0,0,0,1,0,4,80,90.0,70,70,70.0,70,80,80,80,3,1,1,1972.0,4.0,5.0,0.0,1.0,5.0,0.0,0.0,1,2.0,3.0,2,1,2,3,1,3,3,-8,4,1,2,-8,-8,5,4,3,4,4,4,130,1,3.0,6.0,1.0,13.0,47
1992,1,53,4,6,4,4,87,0,4,13,2,1960,11,4,1,100000.0,3,4,180.0,2,5.0,4,4,170,1,2,1.0,-8,10000.0,0,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,4,2,5,5,1,3,2,1,3,4,2,2,4,1965,11,4,1,1,0.0,0.0,2,2,3,3,5,1,0.0,1,4,2,0,0,0,0,1,0,0,0,0,0,18,70,60.0,60,75,70.0,65,55,80,60,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,7.0,3,0,2,1,1,4,3,3,3,3,3,4,4,4,4,3,3,3,4,105,6,0.0,0.0,0.0,0.0,23
1933,2,7,5,1,3,1,22,1,4,3,1,-2,1,1,2,-2.0,2,2,76.0,2,5.0,5,5,155,0,2,3.0,2,48000.0,36000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,4,5,5,4,5,5,5,-2,1,1,2,7,1950.0,0.0,1,1,1,5,1,1,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,4,100,80.0,30,80,100.0,100,50,50,80,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,3,2,3,1,2,3,2,1,1,4,4,4,2,4,3,5,4,4,130,5,0.0,0.0,0.0,0.0,82
1944,2,1,5,5,5,2,4,0,5,3,2,-3,1,1,2,54000.0,2,3,58.0,2,2.0,4,5,150,1,2,1.0,-8,-3.0,18000,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,4,5,4,4,4,5,5,1,-2,1,1,2,3,1966.0,1966.0,2,1,3,5,1,1,0.0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,80,80.0,95,85,80.0,90,90,80,90,4,1,1,1941.0,4.0,2.0,36000.0,1.0,5.0,0.0,0.0,1,5.0,5.0,2,2,1,3,1,4,3,3,3,1,3,4,4,4,3,3,-8,2,3,115,4,0.0,0.0,0.0,0.0,71
1944,2,67,-8,-8,-8,-8,107,2,3,3,5,-2,1,1,2,2000.0,1,3,100.0,2,5.0,3,3,160,1,1,1.0,2,60000.0,2000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,1,5,5,-2,1,1,2,7,1961.0,0.0,1,1,1,5,1,1,0.0,8,5,1,0,1,0,0,0,0,0,0,0,0,22,100,100.0,100,100,100.0,100,100,100,100,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,5,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,110,3,0.0,0.0,0.0,0.0,71
1941,2,48,5,5,5,3,81,1,5,3,5,-2,1,1,2,1000.0,1,2,60.0,2,5.0,5,5,160,1,1,1.0,2,-2.0,1000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,4,2,5,5,5,5,5,1,-2,1,1,2,6,1960.0,0.0,1,1,1,5,1,1,0.0,1,5,1,0,0,0,1,0,0,0,0,0,0,17,80,80.0,80,80,80.0,80,80,80,80,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,7.0,4,3,2,2,2,4,4,4,4,2,4,5,2,4,-8,4,4,4,-8,154,3,0.0,0.0,0.0,0.0,74
1950,2,7,4,4,4,1,15,1,5,4,3,-2,-8,1,16,50000.0,2,2,36.8,1,4.0,4,5,165,1,5,3.0,3,-2.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,1,5,5,5,5,4,1,4,3,4,1,1,-2,-8,1,16,3,1979.0,1979.0,5,4,4,5,1,1,0.0,1,5,1,0,0,1,0,0,0,0,0,0,0,4,70,70.0,60,50,30.0,30,10,20,20,4,1,4,1951.0,4.0,5.0,20000.0,1.0,5.0,0.0,0.0,1,6.0,1.0,2,0,1,3,1,5,4,2,-8,1,5,5,5,5,5,3,3,2,4,120,5,0.0,0.0,0.0,0.0,65
1990,2,46,2,-8,1,2,77,1,5,12,2,1965,12,1,2,100000.0,5,2,110.0,2,1.0,5,4,156,1,2,1.0,3,100000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,4,1,5,1,5,4,5,3,4,4,1968,3,1,2,3,2012.0,2012.0,1,1,1,1,5,4,1.0,1,5,1,0,0,0,0,1,0,0,0,0,0,16,60,50.0,80,60,60.0,70,70,81,80,3,1,1,1988.0,12.0,2.0,40000.0,1.0,1.0,3.0,1.0,5,3.0,2.0,4,0,2,2,1,4,4,4,3,2,4,4,3,4,4,4,4,4,2,98,1,4.0,3.0,1.0,4.0,25
1962,2,47,2,3,1,1,79,1,3,3,2,-2,1,1,2,20000.0,3,2,270.0,2,2.0,2,2,145,1,1,1.0,-8,-2.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,5,5,5,4,5,5,1926,1,1,2,7,1983.0,0.0,1,1,1,3,1,1,0.0,1,4,1,0,0,0,1,0,0,0,0,0,0,16,60,60.0,60,60,60.0,60,30,60,60,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,3,1,3,3,2,3,-8,-8,-8,1,3,3,3,4,-8,3,3,2,-8,72,4,0.0,0.0,0.0,0.0,53
1981,2,66,3,5,3,3,106,2,4,4,3,1950,3,1,2,150000.0,5,3,300.0,2,4.0,4,4,160,1,1,1.0,3,-2.0,-1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,4,5,1,2,3,3,1956,3,1,2,3,2006.0,2006.0,1,1,1,4,1,1,3.0,1,4,1,0,0,0,0,1,0,0,0,0,0,22,60,70.0,60,60,60.0,50,-2,60,60,3,1,1,1977.0,4.0,1.0,50000.0,1.0,1.0,4.0,1.0,1,2.0,2.0,4,1,2,2,2,4,4,-8,-8,2,4,5,4,5,4,4,4,3,3,100,5,0.0,0.0,0.0,0.0,34
1995,1,57,5,5,5,4,93,0,4,10,1,1970,4,1,9,250000.0,5,3,103.0,2,4.0,4,5,160,1,1,1.0,-8,200000.0,-1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,4,4,5,4,1,4,3,2,5,2,2,1,2,1972,4,1,9,1,0.0,0.0,3,3,2,2,5,2,0.0,1,2,2,0,0,0,0,0,0,0,0,1,0,19,95,80.0,80,90,60.0,80,90,90,80,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,7.0,4,0,1,2,1,4,3,4,4,4,4,3,3,5,5,4,4,3,4,102,6,0.0,0.0,0.0,0.0,20
1993,2,65,5,7,4,4,104,0,5,10,3,1968,4,1,2,60000.0,4,3,40.0,2,4.0,4,4,158,2,1,1.0,-8,20000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,3,1,5,2,5,4,5,2,2,4,1972,4,1,2,3,2013.0,2013.0,1,1,1,5,5,5,1.0,1,2,1,0,0,0,0,0,0,0,0,1,0,22,70,60.0,60,50,60.0,60,70,50,50,5,1,1,1990.0,6.0,1.0,60000.0,1.0,1.0,5.0,1.0,2,2.0,6.0,4,1,2,2,1,5,4,-8,4,1,5,5,5,5,5,4,4,4,4,130,5,0.0,0.0,0.0,0.0,22
1945,2,28,5,6,1,1,51,3,5,3,4,1910,1,1,13,25000.0,1,3,40.0,2,5.0,3,5,163,1,1,1.0,2,25000.0,8500,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,3,5,5,5,3,5,5,1,1912,1,1,2,7,1966.0,0.0,3,1,1,5,1,1,0.0,1,4,1,0,0,0,1,0,0,0,0,0,0,10,80,70.0,75,70,70.0,75,80,75,70,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.0,2.0,4,1,2,2,2,4,-8,-8,-8,2,3,4,4,5,4,4,3,3,3,105,4,0.0,0.0,0.0,0.0,70
1935,2,36,5,6,2,1,67,1,4,1,2,-2,-8,-8,-8,24000.0,1,3,60.0,2,4.0,3,3,159,1,2,2.0,4,40000.0,24000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,3,5,4,3,2,4,1,-2,1,1,-8,7,1955.0,0.0,1,2,1,4,1,1,0.0,6,2,1,0,1,0,0,0,0,0,0,0,0,13,60,70.0,60,60,50.0,70,70,60,60,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,1.0,1.0,3,1,2,2,1,2,4,-8,-8,1,2,2,2,4,3,2,4,3,3,117,5,0.0,0.0,0.0,0.0,80
